genres;homepage;keywords;original_title;runtime
Comedy Action Adventure Fantasy Science Fiction;not find;saving the world dc comics super computer identity crisis loss of powers;Superman III;125.0
Comedy;not find;father son relationship sport rivalry elderly elderly man;Grudge Match;113.0
Adventure Drama Action;http://www.redclifffilm.com;flaming arrow chinese history strategy carrier pigeon spear throwing;Chi bi;150.0
Comedy Romance;not find;new york marriage proposal alabama career woman fashion designer;Sweet Home Alabama;108.0
Comedy Romance;http://www.thetruthisntpretty.com/;romantic comedy romance tv morning show relationship opposites attract;The Ugly Truth;96.0
Comedy Family;not find;gulf war u.s. army based on tv series military spoof;Sgt. Bilko;90.0
Action Adventure Family;not find;spy experiment island secret organization wretch;Spy Kids 2: The Island of Lost Dreams;100.0
Science Fiction Action Adventure Thriller;not find;based on tv series death exploding planet mountain cabin solar system;Star Trek: Generations;118.0
Drama Romance;http://waterforelephantsfilm.com/;clown elephant trainer veterinary;Water for Elephants;120.0
Drama;not find;prison boxer boxing match boxing school biography;The Hurricane;146.0
Drama Thriller;http://www.sonypictures.com/movies/enough/;waitress wife husband relationship violent husband self-defense violence against women;Enough;114.0
Crime Comedy Romance;not find;cons and scams;Heartbreakers;123.0
Action Comedy Family;not find;shopping mall las vegas security guard;Paul Blart: Mall Cop 2;94.0
Drama Romance Thriller;http://angeleyesmovie.warnerbros.com/index_noflash.html;car crash police officer;Angel Eyes;102.0
Comedy;not find;profession karate daughter bef\u00f6rderung ex-wife;Joe Somebody;99.0
Horror Mystery Thriller;not find;new york obsession passion for collection southern france mephisto;The Ninth Gate;133.0
Drama Thriller;not find;new york surgeon british suspense morgue;Extreme Measures;118.0
Music Drama Comedy;not find;rock star success discontentedness and displeasedness heavy metal relationship problems;Rock Star;105.0
Action Drama;not find;sailing trip diary sailing survival coming of age;White Squall;129.0
Horror Mystery Science Fiction;http://www.theofficialjohncarpenter.com/the-thing/;ice space marine paranoia snow storm norwegian;The Thing;109.0
Science Fiction Action Thriller;http://www.riddick-movie.com;dystopia revenge alien planet imax;Riddick;119.0
Action Adventure Mystery Thriller;not find;loss of son serial killer train;Switchback;118.0
Action Western;not find;underwear tiger racial segregation;Texas Rangers;110.0
Adventure Family Fantasy;http://www.cityofember.com/;underground world mayor adventure post-apocalyptic dystopia;City of Ember;90.0
Drama;not find;post traumatic stress  disorder sexual obsession postwar period drifter alcoholic;The Master;137.0
Drama;not find;american football college biography sport syracuse university;The Express;130.0
Adventure Science Fiction;https://www.facebook.com/5thWaveMovie/;based on novel dystopia alien alien invasion human subjugation;The 5th Wave;112.0
Drama;http://creedthemovie.com/;underdog sport spin off underground fighting motivational speaker;Creed;133.0
Crime Drama Thriller;http://thetownmovie.warnerbros.com/;based on novel money laundering ambulance boston massachusetts;The Town;125.0
Comedy Drama;not find;blackmail paranoia fitness-training plastic surgery autobiography;Burn After Reading;96.0
Adventure Comedy Family Fantasy;not find;fictional place exotic island shipwreck cruise volcano;Nim's Island;96.0
Drama Action;not find;world champion sport racing car formula 1 automobile racing;Rush;123.0
Drama;http://www.magnoliamovie.com/;farewell regret parents kids relationship suicide attempt becoming an adult;Magnolia;188.0
Action Comedy Crime;http://copoutmovie.warnerbros.com/dvd/;new york money laundering daughter police undercover cop;Cop Out;107.0
Comedy Romance;http://howtobesinglemovie.com/;new york based on novel one-night stand single;How to Be Single;110.0
Drama Family;http://dolphintalemovie.warnerbros.com/index.html;dolphin boy trap summer tail;Dolphin Tale;113.0
Adventure Fantasy Drama Romance;http://www.twilightthemovie.com;soulmates vampire forbidden love immortality trust;Twilight;122.0
Drama Thriller Crime;not find;father son relationship chicago heart attack kidnapping heart disease;John Q;116.0
Action Comedy Crime;not find;robbery diamant police operation police everyday life thief;Blue Streak;93.0
Comedy Crime;http://werethemillers.warnerbros.com;mexico police gang drug smuggling drug;We're the Millers;110.0
Action Fantasy Science Fiction Thriller;http://oostrov.ru;based on novel brother sister relationship sword fight spaceship strugatsky;Obitaemyy Ostrov;115.0
Drama Action Thriller;not find;california bank ransom car breakdown kidnapping;Breakdown;95.0
Adventure Action Thriller;http://www.mgm.com/view/movie/1345/Never-Say-Never-Again/;video game spy bahamas british stealing;Never Say Never Again;134.0
Science Fiction Comedy Adventure;http://www.mgm.com/view/Movie/2387/Hot-T...;female nudity one-night stand time travel time machine incest overtones;Hot Tub Time Machine;101.0
Family Drama;http://www.seewinter.com/;dolphin aquarium swimming;Dolphin Tale 2;107.0
Thriller;not find;prison robbery role reversal extramarital affair;Reindeer Games;124.0
Action Drama;http://www.newline.com/properties/manaparta.html;repayment arbitrary law cop loss of wife;A Man Apart;109.0
Drama Comedy Romance;not find;love triangle hawaii satellite military duringcreditsstinger;Aloha;105.0
History Drama;not find;assassin widow trial civil rights activist;Ghosts of Mississippi;130.0
Drama Romance;not find;journalist japanese wife fisherman war;Snow Falling on Cedars;127.0
Drama Thriller Horror;http://whatdoyoubelieve.warnerbros.com/;vatican violinist hospital miscarriage exorcist;The Rite;114.0
Thriller Science Fiction Mystery Romance;not find;paraplegic suicide attempt cheating dna spaceman;Gattaca;106.0
Drama Comedy;not find;autism based on article;Isn't She Great;95.0
Animation Family;http://www.spacechimpspower.com/;space marine chimp space aftercreditsstinger;Space Chimps;81.0
Comedy;not find;usa black people usa president presidential election election campaign;Head of State;95.0
Comedy;http://hangoverpart2.warnerbros.com/dvd/;underwear tiger stag night hangover lost weekend;The Hangover;100.0
Adventure Comedy Crime Science Fiction;not find;saving the world moon submarine clone spy;Austin Powers: The Spy Who Shagged Me;95.0
Fantasy Action;not find;double life dc comics dual identity chemical crime fighter;Batman;126.0
Drama;http://therebedragonsmovie.com/;spanish civil war priest independent film catholic dying;There Be Dragons;112.0
Adventure Action Comedy Thriller Crime;not find;rookie cop dog biscuit shooting practice sitting on a toilet judo throw;Lethal Weapon 3;118.0
Drama;http://www.theblindsidemovie.com/;american football adoption education private school sport;The Blind Side;129.0
Action Comedy Family Adventure;not find;double life parents kids relationship brother sister relationship loss of parents secret agent;Spy Kids;88.0
Comedy Crime;http://horriblebossesmovie.warnerbros.com/index.html;conspiracy of murder bad boss employee death of father stakeout;Horrible Bosses;98.0
Drama Adventure Western;http://www.truegritmovie.com/;loss of father father murder texas ranger alcoholism betrayal;True Grit;110.0
Comedy Drama Romance;http://www.devilwearspradamovie.com/;paris journalist journalism world of fasion fashion journal;The Devil Wears Prada;109.0
Science Fiction Adventure Mystery;not find;artificial intelligence uss enterprise starfleet san francisco self sacrifice;Star Trek: The Motion Picture;132.0
Crime Thriller;not find;prison child abuse rape small town daughter;Cape Fear;128.0
Drama Crime;http://www.sonypictures.com/movies/21/;gambling card game professor harvard university cohabitant;21;123.0
Comedy;not find;alcohol one-night stand;Trainwreck;125.0
Comedy Romance;not find;black people jealousy parents-in-law trouble fianc\u00e9e;Guess Who;105.0
Drama Romance War;not find;cairo egypt identity amnesia world war ii;The English Patient;162.0
Crime Drama Mystery Thriller;not find;corruption detective shotgun morgue f word;L.A. Confidential;138.0
Adventure Comedy Family;http://disney.go.com/disneypictures/skyhigh/;hero loyalty mockery supernatural powers high school;Sky High;100.0
Comedy Romance;not find;gay homophobia coming out lgbt;In & Out;90.0
Science Fiction Horror Action;not find;telepathy dna paranoia genetics instinct;Species;108.0
Horror;not find;child murderer sleep nightmare supernatural slasher;A Nightmare on Elm Street;91.0
Horror Science Fiction Thriller;not find;drowning therapist virtual reality serial killer psychopathy;The Cell;107.0
Action Adventure Drama;not find;france swordplay mask musketeer;The Man in the Iron Mask;132.0
Drama;http://disney.go.com/disneypictures/secretariat/;horse race horseback riding biography;Secretariat;123.0
Adventure Animation Comedy Family;https://www.warnerbros.com/tmnt;new york brother brother relationship journalist martial arts crime fighter;TMNT;90.0
Drama;not find;biography friendship sport;Radio;109.0
Romance Comedy;http://www.fwb-movie.com/;funeral friends hospital aftercreditsstinger duringcreditsstinger;Friends with Benefits;109.0
Comedy;http://www.neighbors-movie.com/;alcohol college party sequel sorority;Neighbors 2: Sorority Rising;91.0
Comedy Drama History;not find;biography animation writer moviemaking;Saving Mr. Banks;125.0
Drama History;not find;islam new york prison assassination ku klux klan;Malcolm X;202.0
Comedy;http://www.thisis40movie.com/;wife husband relationship children family relationships duringcreditsstinger;This Is 40;134.0
Fantasy Action Adventure Science Fiction Thriller;not find;prison underworld slavery castle vampire;Underworld: Rise of the Lycans;92.0
Comedy;http://licensetowedthemovie.warnerbros.com/;new love ten commandments bride bridegroom marriage;License to Wed;91.0
Comedy;not find;baseball pizza sport paperboy team;The Benchwarmers;80.0
Comedy Romance;http://www2.warnerbros.com/mustlovedogs/;sister sister relationship make a match single children teacher;Must Love Dogs;98.0
Crime Drama Thriller;not find;undercover colombia mafia mobster dirty cop;Donnie Brasco;127.0
Horror Action Science Fiction;http://www.sonypictures.com/movies/residentevil/index.html;undercover mutant dystopia conspiracy zombie;Resident Evil;100.0
Horror;not find;medium ghostbuster poltergeist haunted house dying and death;Poltergeist;114.0
Comedy Crime Thriller;not find;church choir hiding place garbage duringcreditsstinger;The Ladykillers;104.0
Action;http://www.maxpaynethemovie.com;assassin based on video game aftercreditsstinger;Max Payne;100.0
Action Thriller Science Fiction;http://www.intimemovie.com/;bank future time dystopia race against time;In Time;109.0
Comedy Romance;http://www.theback-upplan.com/;kiss sperm bank romantic comedy male female relationship doctor;The Back-Up Plan;106.0
Comedy Drama Romance;http://somethingborrowedmovie.warnerbros.com/;new york alcohol based on novel secret cheating;Something Borrowed;112.0
Adventure Comedy Fantasy;not find;england black people medallion castle time travel;Black Knight;95.0
Comedy Family;not find;baseball sport little league;The Bad News Bears;102.0
Action Adventure Thriller;not find;dictator martial arts hostage liberation of hostage hostage-taking;Street Fighter;102.0
Drama War;http://www.thepianistmovie.com/;individual resistance radio station war crimes loss of family;The Pianist;150.0
Drama History;not find;jesus christ bible three kings archangel gabriel christian;The Nativity Story;101.0
Horror;not find;american football traffic jam remake murder suspense;House of Wax;113.0
Drama Romance;not find;father son relationship love at first sight photographer loss of lover cheating;Closer;104.0
Drama Crime History;http://jedgarmovie.warnerbros.com/dvd/;biography historical figure fbi director;J. Edgar;137.0
Horror Mystery Thriller;not find;schizophrenia night watchman subway hallucination alcoholism;Mirrors;110.0
Drama Fantasy Horror;not find;queen rock star secret society vampire light;Queen of the Damned;101.0
Science Fiction Action Thriller;not find;predator war on drugs extraterrestrial technology los angeles invisible;Predator 2;108.0
Comedy Romance;not find;isolation atomic bomb bunker shelter;Blast from the Past;112.0
Science Fiction;not find;emperor solar eclipse prince tv duel fighter;Flash Gordon;111.0
