name;overview;number_of_episodes;number_of_seasons;poster_path;genres
Whodunnit?;Whodunnit? is a murder mystery reality competition television series broadcast on ABC. The series premiered on June 23, 2013, and concluded its first season on August 18, 2013.\n\nThe series is hosted by Gildart Jackson, who plays the mansion's butler, Giles.;9;1;/iBS6EFfXcJtWvxZg5gmDUMwgr4I.jpg;Reality 
Max Steel;Max Steel is a science fiction–comedy, CGI–animated series. It is a re-imagining of its predecessor of the same name, as well as being based on the Mattel action-figure also of the same name. Max Steel premiered on March 25, 2013 on Disney XD.;52;2;/fuLkBrqnA5hzGkRoSN4lbVbXK0x.jpg;Animation Action & Adventure Sci-Fi & Fantasy 
Sofia the First;Set in the storybook world of Enchancia, this is the story of Princess Sofia, an adventurous little girl who is learning how to adjust to royal life after her mom marries the king and she becomes a princess overnight.;108;4;/AjtUB1siU3hvqNEA85VLOmuXu2I.jpg;Family Animation Kids 
Ben 10: Omniverse;"A year after the events that took place during the ""Final Battle"" and after the destruction of Omnitrix, 16-year-old Ben Tennyson has to face new enemies.";80;8;/Re9I5tauOspaJxYCIqRqavKT4F.jpg;Action & Adventure Animation Sci-Fi & Fantasy 
Masterclass;MasterClass is a documentary television series airing on HBO. Each half-hour episode documents the experience of a small group of young artists working with a famous mentor. The series premiered on HBO on April 18, 2010 with opera star Plácido Domingo working with three aspiring young singers.\n\nThe students in the program are chosen from participants in the Miami-based organization, YoungArts, a program of the National Foundation for Advancement in the Arts, which supports emerging artists. The series is produced and directed by Karen Goodman and Kirk Simon of the Simon & Goodman Picture Company. The Executive Producer is Lin Arison. In July 2011 the series was nominated for a Primetime Emmy Award for Outstanding Children's Nonfiction, Reality or Reality-Competition Program in 2011.;21;3;/asrSb61ugJINSr3U1GQgJFscIbV.jpg;Documentary 
Jo;Jo is an English-language French police procedural television series created by Canadian/USA screenwriter René Balcer of Law & Order fame with French writing team Franck Ollivier & Malina Detcheva, known for the mini-series Lost Signs. It is co-produced by the French Atlantique Productions and the Belgian Stromboli Pictures companies in association with broadcast partners TF1, RTBF, Sat.1, ORF and RTS.;8;1;/l0UHTjvEwpsbJlLyQbVTupcR9lU.jpg;Action & Adventure Crime
The Bridge;A murdered body on a bridge between El Paso and Juarez bring together El Paso detective Sonya Cross and Chihuahua State Police detective Marco Ruiz.;26;3;/bjjhRrQrgbwAMEapwSiu6IobkKT.jpg;Drama 
The Tom and Jerry Show;The iconic cat and mouse rivals are back in a fresh take on the classic series. Preserving the look, characters and sensibility of the original, this series shines a brightly colored, high-definition lens on the madcap slapstick and never-ending battle that has made Tom and Jerry two of the most beloved characters of all time.;325;5;/41EWXLXTZO4MLb2BL28mWZuydyq.jpg;Family Animation Comedy 
Giants;Giants is an original scripted drama series about three friends determined to live life on their own terms, no matter the cost. They quickly learn that when life starts to kick your ass, you either lay down, or fight back.;20;2;/nuHMm91BwygE16iucXrA1VeuKBh.jpg;Drama 
Black Sails;The pirate adventures of Captain Flint and his men twenty years prior to Robert Louis Stevenson’s classic “Treasure Island.” Flint, the most brilliant and most feared pirate captain of his day, takes on a fast-talking young addition to his crew who goes by the name John Silver. Threatened with extinction on all sides, they fight for the survival of New Providence Island, the most notorious criminal haven of its day – a debauched paradise teeming with pirates, prostitutes, thieves and fortune seekers, a place defined by both its enlightened ideals and its stunning brutality.;38;4;/mZcSwrDdw6cdOVgXm496DgwrQcQ.jpg;Drama Action & Adventure
The Strain;A high concept thriller that tells the story of Dr. Ephraim Goodweather, the head of the Center for Disease Control Canary Team in New York City. He and his team are called upon to investigate a mysterious viral outbreak with hallmarks of an ancient and evil strain of vampirism. As the strain spreads, Eph, his team, and an assembly of everyday New Yorkers, wage war for the fate of humanity itself.;46;4;/2BWErT9QcADpf2G4BZ769eSnFTP.jpg;Sci-Fi & Fantasy Drama Mystery 
Your Pretty Face Is Going to Hell;A live-action workplace comedy about Gary, an associate demon, as he attempts to capture souls on earth in order to climb the corporate ladder of the underworld. Gary hopes to advance in Hell, but he may be too stupid, lazy and kind-hearted to realize his dreams of promotion. Meanwhile, Gary's intern Claude is more talented, more devious and will do whatever it takes to impress Satan.;42;4;/9NHMwsnDCRf9ML9WJnAcg9oJPOP.jpg;Comedy 
VICE;A documentary news series with a taboo-breaking team who deliver incredible news stories from around the world.;113;6;/iyUbcAWYcCt6qoKNiqNQkrnUrwF.jpg;Documentary News War & Politics 
Breakout;The dramatic stories behind some of the most high-profile jailbreaks in recent history, and the ingenious detective work that led to the escapees' successful recapture. Each breakout is told by the dangerous and often highly intelligent criminals who escape, and the professional, determined law enforcement teams who hunt them down.;18;2;/ub7KVxKIZq5rxT90rnINfG5EVEy.jpg;Documentary 
The 100;100 years in the future, when the Earth has been abandoned due to radioactivity, the last surviving humans live on an ark orbiting the planet — but the ark won't last forever. So the repressive regime picks 100 expendable juvenile delinquents to send down to Earth to see if the planet is still habitable.;100;7;/wcaDIAG1QdXQLRaj4vC1EFdBT2.jpg;Sci-Fi & Fantasy Drama Action & Adventure 
Reign;Mary, Queen of Scots, faces political and sexual intrigue in the treacherous world of the French court.;78;4;/epNfFs0gPyrpekecpzyX0XTkZgI.jpg;Drama 
Brooklyn Nine-Nine;A single-camera ensemble comedy following the lives of an eclectic group of detectives in a New York precinct, including one slacker who is forced to shape up when he gets a new boss.;152;8;/hgRMSOt7a1b8qyQR68vUixJPang.jpg;Comedy Crime
The Hero (2013);"The Hero is an American reality competition TV series hosted by Dwayne Johnson. It premiered on TNT on June 6, 2013. Contestants are tested ""physically, mentally, and morally"" for the title of ""hero"" and a monetary prize.";8;1;/d3H7U1ZlARZ1XhAeFOOodaPvJrS.jpg;Reality 
Hotel Impossible;Hotel Impossible is a reality television program from Travel Channel in which struggling hotels receive an extensive makeover by veteran hotel operator Anthony Melchiorri and his team. The show premiered on April 9, 2012.;102;8;/z2a3CEGHuIF4QTEQ9FYijD7uGPM.jpg;Reality 
Mom;Aan irreverent and outrageous take on true family love‐and dysfunction. Newly sober single mom Christy struggles to raise two children in a world full of temptations and pitfalls. Testing her sobriety is her formerly estranged mother, now back in Christy's life and eager to share passive-aggressive insights into her daughter's many mistakes.;170;8;/kIi3T7X0kmiV9vGDme146P2d979.jpg;Comedy Drama
Axe Cop;Axe Cop is an animated series based on the webcomic of the same name. It premiered on Fox on July 21, 2013, as a part of the channel's Animation Domination HD programming block. The series aired 6 11-minute episodes in its first season, which will later expand to half-hour episodes should the show be renewed for a second season.;22;2;/v4ETEzVOIFWhnLNM3n04gNMknWv.jpg;Animation Comedy Action & Adventure 
The Goldbergs;Before there were parenting blogs, trophies for showing up, and peanut allergies, there was a simpler time called the '80s. For geeky 11-year old Adam these were his wonder years and he faced them armed with a video camera to capture all the crazy. The Goldbergs are a loving family like any other, just with a lot more yelling.;229;10;/pZyaKyry0V1muunoTt6pZ6cLduR.jpg;Family Comedy
The '80s: The Decade That Made Us;The defining biography of a decade, as told through exclusive interviews with more than 40 icons, entertainers and innovators who shaped its identity.;6;1;/6ZbGWfmywfXNHbh9OjQPwlVD4RI.jpg;Documentary 
Dexter: Early Cuts;"Dexter Early Cuts is a web-based series in the form of an animated comic about the character Dexter Morgan and his earliest kills, thus the name ""Early Cuts"". The series is narrated by Michael C. Hall from the Showtime series and chronicles characters from that series (not the novels).";24;3;/zMfOoSAB7q3xclhUEavyv5MR5iU.jpg;Animation Crime Drama 
Blue;Blue is a mother with a secret life. She'll do anything to keep it from her son. But her past has other plans.;42;3;/lvkDcuaJ4yMP8ExIcedBhc80sok.jpg;Drama 
Girl/Girl Scene;Lots of gorgeous women make out while competing in physical courage, personal tragedy and educated wit. This all happens in Lexington, Kentucky, where you can get lots of booze - and stuff.;23;3;/c319dBDW1d5VQKQzE1Gv104uJ4d.jpg;Drama 
The Vow;The docuseries follows people deeply involved in the group NXIVM — which is faced with various charges, including sex trafficking and racketeering conspiracy — over the course of several years.;15;2;/tFxJyCDS6bGCTG5DiNjQJOAEl1C.jpg;Documentary Crime
The Vineyard;The Vineyard is an American docusoap series that premiered on ABC Family on July 23, 2013. It chronicles the lives of eleven young adults who work together at The Black Dog restaurant and reside in a house on Martha's Vineyard. The first season consists of eight hour-long episodes, and was filmed from May to late June.;8;1;/gTf4PFGqIGUsKPINAJr3ze1yAqE.jpg;Drama 
My Love: Six Stories of True Love;Inspired by the acclaimed Korean documentary My Love, Don't Cross That River, the poignant series MY LOVE documents a year in the lives of six elderly couples from around the world. Globe-trotting through Brazil, India, Japan, Korea, the U.S., and Spain, the six-part docuseries gets to the heart of long-lasting love.;6;1;/m1wstrAmRFHPmsCPdp7eEJmgAPg.jpg;Documentary Reality
The Spoils of Babylon;Follow the saga of Cynthia and Devon, two siblings whose intense love drives everything and everyone around them to ruin.;6;1;/fFhrAk5IM9ofS8AksfLigX5shZ6.jpg;Comedy 
Marriage Boot Camp: Bridezillas;Marriage Boot Camp: Bridezillas is an American reality television series that debuted on May 31, 2013. It is a spinoff of Bridezillas that centers on five couples from previous seasons as they move into one house together in order to save their marital bonds.;9;1;/k0W7J3fnCw8kHULGHVlO4PrD4NZ.jpg;Reality Drama
